Stations ID; Zeit; QUALITAETS_NIVEAU; STRUKTUR_VERSION; Lufttemperatur [Grad C]; Relative Luftfeuchte [%]; eor                                                                                                                                                                                                                                                                 
    13667;  2020032721;   2;0;    8.7;   59;eor                                                                                                                                                         
    13667;  2020032722;   2;0;    7.7;   63;eor                                                                                                                                                         
    13667;  2020032723;   2;0;    7.1;   65;eor                                                                                                                                                         
    13667;  2020032800;   2;0;    6.9;   68;eor                                                                                                                                                         
    13667;  2020032801;   2;0;    6.9;   67;eor                                                                                                                                                         
    13667;  2020032802;   2;0;    6.1;   71;eor                                                                                                                                                         
    13667;  2020032803;   2;0;    5.6;   73;eor                                                                                                                                                         
    13667;  2020032804;   2;0;    5.3;   76;eor                                                                                                                                                         
    13667;  2020032805;   2;0;    4.5;   79;eor                                                                                                                                                         
    13667;  2020032806;   2;0;    5.2;   76;eor                                                                                                                                                         
    13667;  2020032807;   2;0;    7.4;   68;eor                                                                                                                                                         
    13667;  2020032808;   2;0;    9.5;   58;eor                                                                                                                                                         
    13667;  2020032809;   2;0;   11.8;   52;eor                                                                                                                                                         
    13667;  2020032810;   2;0;   11.8;   51;eor                                                                                                                                                         
    13667;  2020032811;   2;0;   12.9;   48;eor                                                                                                                                                         
    13667;  2020032812;   2;0;   15.1;   45;eor                                                                                                                                                         
    13667;  2020032813;   2;0;   16.1;   45;eor                                                                                                                                                         
    13667;  2020032814;   2;0;   16.7;   43;eor                                                                                                                                                         
    13667;  2020032815;   2;0;   17.4;   40;eor                                                                                                                                                         
    13667;  2020032816;   2;0;   17.3;   37;eor                                                                                                                                                         
    13667;  2020032817;   2;0;   16.4;   37;eor                                                                                                                                                         
    13667;  2020032818;   2;0;   15.1;   41;eor                                                                                                                                                         
    13667;  2020032819;   2;0;   13.3;   50;eor                                                                                                                                                         
    13667;  2020032820;   2;0;   12.0;   55;eor                                                                                                                                                         
    13667;  2020032821;   2;0;   10.9;   59;eor                                                                                                                                                         
    13667;  2020032822;   2;0;   10.3;   58;eor                                                                                                                                                         
    13667;  2020032823;   2;0;    8.8;   65;eor                                                                                                                                                         
    13667;  2020032900;   2;0;    8.1;   66;eor                                                                                                                                                         
    13667;  2020032901;   2;0;    7.2;   70;eor                                                                                                                                                         
    13667;  2020032902;   2;0;    6.5;   71;eor                                                                                                                                                         
    13667;  2020032903;   2;0;    5.9;   73;eor                                                                                                                                                         
    13667;  2020032904;   2;0;    5.5;   71;eor                                                                                                                                                         
    13667;  2020032905;   2;0;    5.9;   69;eor                                                                                                                                                         
    13667;  2020032906;   2;0;    5.7;   65;eor                                                                                                                                                         
    13667;  2020032907;   2;0;    6.1;   63;eor                                                                                                                                                         
    13667;  2020032908;   2;0;    6.9;   61;eor                                                                                                                                                         
    13667;  2020032909;   2;0;    7.2;   59;eor                                                                                                                                                         
    13667;  2020032910;   2;0;    6.6;   61;eor                                                                                                                                                         
    13667;  2020032911;   2;0;    5.0;   70;eor                                                                                                                                                         
    13667;  2020032912;   2;0;    2.9;   85;eor                                                                                                                                                         
    13667;  2020032913;   2;0;    2.3;   90;eor                                                                                                                                                         
    13667;  2020032914;   2;0;    3.1;   89;eor                                                                                                                                                         
    13667;  2020032915;   2;0;    3.9;   86;eor                                                                                                                                                         
    13667;  2020032916;   2;0;    3.8;   86;eor                                                                                                                                                         
    13667;  2020032917;   2;0;    3.7;   87;eor                                                                                                                                                         
    13667;  2020032918;   2;0;    3.3;   89;eor                                                                                                                                                         
    13667;  2020032919;   2;0;    3.2;   91;eor                                                                                                                                                         
    13667;  2020032920;   2;0;    3.0;   91;eor                                                                                                                                                         
    13667;  2020032921;   2;0;    3.0;   92;eor                                                                                                                                                         
    13667;  2020032922;   2;0;    3.1;   91;eor                                                                                                                                                         
    13667;  2020032923;   2;0;    3.3;   92;eor                                                                                                                                                         
    13667;  2020033000;   2;0;    3.3;   89;eor                                                                                                                                                         
    13667;  2020033001;   2;0;    3.1;   84;eor                                                                                                                                                         
    13667;  2020033002;   2;0;    2.7;   78;eor                                                                                                                                                         
    13667;  2020033003;   2;0;    2.7;   77;eor                                                                                                                                                         
    13667;  2020033004;   2;0;    2.7;   74;eor                                                                                                                                                         
    13667;  2020033005;   2;0;    2.6;   73;eor                                                                                                                                                         
    13667;  2020033006;   2;0;    2.4;   71;eor                                                                                                                                                         
    13667;  2020033007;   2;0;    2.6;   67;eor                                                                                                                                                         
    13667;  2020033008;   2;0;    3.3;   64;eor                                                                                                                                                         
    13667;  2020033009;   2;0;    3.5;   60;eor                                                                                                                                                         
    13667;  2020033010;   2;0;    5.7;   52;eor                                                                                                                                                         
    13667;  2020033011;   2;0;    5.9;   49;eor                                                                                                                                                         
    13667;  2020033012;   2;0;    6.1;   49;eor                                                                                                                                                         
    13667;  2020033013;   2;0;    6.1;   47;eor                                                                                                                                                         
    13667;  2020033014;   2;0;    7.1;   41;eor                                                                                                                                                         
    13667;  2020033015;   2;0;    7.4;   41;eor                                                                                                                                                         
    13667;  2020033016;   2;0;    7.7;   39;eor                                                                                                                                                         
    13667;  2020033017;   2;0;    7.2;   39;eor                                                                                                                                                         
    13667;  2020033018;   2;0;    6.1;   39;eor                                                                                                                                                         
    13667;  2020033019;   2;0;    5.0;   45;eor                                                                                                                                                         
    13667;  2020033020;   2;0;    3.4;   52;eor                                                                                                                                                         
    13667;  2020033021;   2;0;    2.3;   59;eor                                                                                                                                                         
    13667;  2020033022;   2;0;    1.6;   60;eor                                                                                                                                                         
    13667;  2020033023;   2;0;    1.5;   53;eor                                                                                                                                                         
    13667;  2020033100;   2;0;    2.3;   42;eor                                                                                                                                                         
    13667;  2020033101;   2;0;    2.3;   43;eor                                                                                                                                                         
    13667;  2020033102;   2;0;    1.7;   45;eor                                                                                                                                                         
    13667;  2020033103;   2;0;     .3;   52;eor                                                                                                                                                         
    13667;  2020033104;   2;0;    2.6;   37;eor                                                                                                                                                         
    13667;  2020033105;   2;0;    2.9;   36;eor                                                                                                                                                         
    13667;  2020033106;   2;0;     .4;   52;eor                                                                                                                                                         
    13667;  2020033107;   2;0;    1.8;   50;eor                                                                                                                                                         
    13667;  2020033108;   2;0;    3.9;   47;eor                                                                                                                                                         
    13667;  2020033109;   2;0;    6.8;   38;eor                                                                                                                                                         
    13667;  2020033110;   2;0;    9.2;   29;eor                                                                                                                                                         
    13667;  2020033111;   2;0;    9.6;   28;eor                                                                                                                                                         
    13667;  2020033112;   2;0;   10.8;   29;eor                                                                                                                                                         
    13667;  2020033113;   2;0;   10.9;   29;eor                                                                                                                                                         
    13667;  2020033114;   2;0;   11.2;   29;eor                                                                                                                                                         
    13667;  2020033115;   2;0;   10.8;   26;eor                                                                                                                                                         
    13667;  2020033116;   2;0;   10.8;   29;eor                                                                                                                                                         
    13667;  2020033117;   2;0;   10.0;   32;eor                                                                                                                                                         
    13667;  2020033118;   2;0;    8.3;   35;eor                                                                                                                                                         
    13667;  2020033119;   2;0;    7.4;   37;eor                                                                                                                                                         
    13667;  2020033120;   2;0;    6.1;   39;eor                                                                                                                                                         
    13667;  2020033121;   2;0;    5.5;   40;eor                                                                                                                                                         
    13667;  2020033122;   2;0;    5.1;   40;eor                                                                                                                                                         
    13667;  2020033123;   2;0;    4.4;   41;eor                                                                                                                                                         
    13667;  2020040100;   2;0;    4.0;   42;eor                                                                                                                                                         
    13667;  2020040101;   2;0;    3.9;   45;eor                                                                                                                                                         
    13667;  2020040102;   2;0;    3.4;   48;eor                                                                                                                                                         
    13667;  2020040103;   2;0;    2.8;   50;eor                                                                                                                                                         
    13667;  2020040104;   2;0;    2.1;   54;eor                                                                                                                                                         
    13667;  2020040105;   2;0;    -.1;   64;eor                                                                                                                                                         
    13667;  2020040106;   2;0;     .3;   61;eor                                                                                                                                                         
    13667;  2020040107;   2;0;    3.2;   55;eor                                                                                                                                                         
    13667;  2020040108;   2;0;    4.8;   50;eor                                                                                                                                                         
    13667;  2020040109;   2;0;    5.5;   46;eor                                                                                                                                                         
    13667;  2020040110;   2;0;    6.4;   42;eor                                                                                                                                                         
    13667;  2020040111;   2;0;    8.6;   37;eor                                                                                                                                                         
    13667;  2020040112;   2;0;   10.4;   34;eor                                                                                                                                                         
    13667;  2020040113;   2;0;   11.4;   34;eor                                                                                                                                                         
    13667;  2020040114;   2;0;   11.6;   33;eor                                                                                                                                                         
    13667;  2020040115;   2;0;   12.1;   33;eor                                                                                                                                                         
    13667;  2020040116;   2;0;   12.3;   32;eor                                                                                                                                                         
    13667;  2020040117;   2;0;   11.5;   34;eor                                                                                                                                                         
    13667;  2020040118;   2;0;   10.1;   37;eor                                                                                                                                                         
    13667;  2020040119;   2;0;    8.7;   44;eor                                                                                                                                                         
    13667;  2020040120;   2;0;    7.2;   52;eor                                                                                                                                                         
    13667;  2020040121;   2;0;    6.4;   52;eor                                                                                                                                                         
    13667;  2020040122;   2;0;    5.6;   56;eor                                                                                                                                                         
    13667;  2020040123;   2;0;    5.5;   54;eor                                                                                                                                                         
    13667;  2020040200;   2;0;    4.3;   59;eor                                                                                                                                                         
    13667;  2020040201;   2;0;    3.7;   60;eor                                                                                                                                                         
    13667;  2020040202;   2;0;    3.1;   62;eor                                                                                                                                                         
    13667;  2020040203;   2;0;    3.0;   59;eor                                                                                                                                                         
    13667;  2020040204;   2;0;    2.3;   62;eor                                                                                                                                                         
    13667;  2020040205;   2;0;    2.0;   68;eor                                                                                                                                                         
    13667;  2020040206;   2;0;    2.3;   64;eor                                                                                                                                                         
    13667;  2020040207;   2;0;    4.5;   60;eor                                                                                                                                                         
    13667;  2020040208;   2;0;    6.8;   53;eor                                                                                                                                                         
    13667;  2020040209;   2;0;    8.6;   47;eor                                                                                                                                                         
    13667;  2020040210;   2;0;    9.1;   41;eor                                                                                                                                                         
    13667;  2020040211;   2;0;   10.7;   34;eor                                                                                                                                                         
    13667;  2020040212;   2;0;   12.8;   32;eor                                                                                                                                                         
    13667;  2020040213;   2;0;   13.9;   29;eor                                                                                                                                                         
    13667;  2020040214;   2;0;   14.2;   28;eor                                                                                                                                                         
    13667;  2020040215;   2;0;   14.4;   29;eor                                                                                                                                                         
    13667;  2020040216;   2;0;   14.8;   28;eor                                                                                                                                                         
    13667;  2020040217;   2;0;   14.3;   30;eor                                                                                                                                                         
    13667;  2020040218;   2;0;   12.9;   32;eor                                                                                                                                                         
    13667;  2020040219;   2;0;   10.7;   43;eor                                                                                                                                                         
    13667;  2020040220;   2;0;    9.1;   47;eor                                                                                                                                                         
    13667;  2020040221;   2;0;    8.0;   50;eor                                                                                                                                                         
    13667;  2020040222;   2;0;    7.2;   52;eor                                                                                                                                                         
    13667;  2020040223;   2;0;    6.8;   52;eor                                                                                                                                                         
    13667;  2020040300;   2;0;    5.3;   58;eor                                                                                                                                                         
    13667;  2020040301;   2;0;    4.7;   60;eor                                                                                                                                                         
    13667;  2020040302;   2;0;    3.9;   62;eor                                                                                                                                                         
    13667;  2020040303;   2;0;    3.6;   63;eor                                                                                                                                                         
    13667;  2020040304;   2;0;    3.4;   65;eor                                                                                                                                                         
    13667;  2020040305;   2;0;    3.3;   65;eor                                                                                                                                                         
    13667;  2020040306;   2;0;    2.9;   67;eor                                                                                                                                                         
    13667;  2020040307;   2;0;    5.6;   63;eor                                                                                                                                                         
    13667;  2020040308;   2;0;    8.3;   50;eor                                                                                                                                                         
    13667;  2020040309;   2;0;    9.4;   47;eor                                                                                                                                                         
    13667;  2020040310;   2;0;   10.1;   45;eor                                                                                                                                                         
    13667;  2020040311;   2;0;   10.8;   42;eor                                                                                                                                                         
    13667;  2020040312;   2;0;   13.2;   38;eor                                                                                                                                                         
    13667;  2020040313;   2;0;   13.6;   36;eor                                                                                                                                                         
    13667;  2020040314;   2;0;   13.8;   35;eor                                                                                                                                                         
    13667;  2020040315;   2;0;   14.1;   34;eor                                                                                                                                                         
    13667;  2020040316;   2;0;   12.7;   40;eor                                                                                                                                                         
    13667;  2020040317;   2;0;   12.3;   43;eor                                                                                                                                                         
    13667;  2020040318;   2;0;   11.4;   44;eor                                                                                                                                                         
    13667;  2020040319;   2;0;   10.3;   48;eor                                                                                                                                                         
    13667;  2020040320;   2;0;    9.3;   53;eor                                                                                                                                                         
    13667;  2020040321;   2;0;    8.5;   56;eor                                                                                                                                                         
    13667;  2020040322;   2;0;    8.3;   55;eor                                                                                                                                                         
    13667;  2020040323;   2;0;    7.5;   57;eor                                                                                                                                                         
    13667;  2020040400;   2;0;    7.4;   57;eor                                                                                                                                                         
    13667;  2020040401;   2;0;    6.4;   61;eor                                                                                                                                                         
    13667;  2020040402;   2;0;    5.8;   63;eor                                                                                                                                                         
    13667;  2020040403;   2;0;    5.0;   68;eor                                                                                                                                                         
    13667;  2020040404;   2;0;    4.8;   69;eor                                                                                                                                                         
    13667;  2020040405;   2;0;    3.5;   76;eor                                                                                                                                                         
    13667;  2020040406;   2;0;    4.2;   71;eor                                                                                                                                                         
    13667;  2020040407;   2;0;    6.0;   66;eor                                                                                                                                                         
    13667;  2020040408;   2;0;    8.1;   58;eor                                                                                                                                                         
    13667;  2020040409;   2;0;   10.8;   51;eor                                                                                                                                                         
    13667;  2020040410;   2;0;   12.1;   49;eor                                                                                                                                                         
    13667;  2020040411;   2;0;   13.0;   47;eor                                                                                                                                                         
    13667;  2020040412;   2;0;   15.0;   41;eor                                                                                                                                                         
    13667;  2020040413;   2;0;   16.0;   38;eor                                                                                                                                                         
    13667;  2020040414;   2;0;   16.7;   37;eor                                                                                                                                                         
    13667;  2020040415;   2;0;   16.6;   37;eor                                                                                                                                                         
    13667;  2020040416;   2;0;   16.4;   38;eor                                                                                                                                                         
    13667;  2020040417;   2;0;   15.8;   39;eor                                                                                                                                                         
    13667;  2020040418;   2;0;   14.2;   43;eor                                                                                                                                                         
    13667;  2020040419;   2;0;   12.6;   48;eor                                                                                                                                                         
    13667;  2020040420;   2;0;   11.4;   54;eor                                                                                                                                                         
    13667;  2020040421;   2;0;   11.2;   52;eor                                                                                                                                                         
    13667;  2020040422;   2;0;   12.4;   42;eor                                                                                                                                                         
    13667;  2020040423;   2;0;   12.5;   40;eor                                                                                                                                                         
    13667;  2020040500;   2;0;   12.1;   41;eor                                                                                                                                                         
    13667;  2020040501;   2;0;   10.6;   46;eor                                                                                                                                                         
    13667;  2020040502;   2;0;    9.4;   51;eor                                                                                                                                                         
    13667;  2020040503;   2;0;    7.8;   57;eor                                                                                                                                                         
    13667;  2020040504;   2;0;    6.6;   62;eor                                                                                                                                                         
    13667;  2020040505;   2;0;    6.1;   64;eor                                                                                                                                                         
    13667;  2020040506;   2;0;    5.9;   68;eor                                                                                                                                                         
    13667;  2020040507;   2;0;    9.3;   55;eor                                                                                                                                                         
    13667;  2020040508;   2;0;   11.7;   46;eor                                                                                                                                                         
    13667;  2020040509;   2;0;   12.5;   45;eor                                                                                                                                                         
    13667;  2020040510;   2;0;   15.0;   40;eor                                                                                                                                                         
    13667;  2020040511;   2;0;   15.8;   38;eor                                                                                                                                                         
    13667;  2020040512;   2;0;   18.2;   35;eor                                                                                                                                                         
    13667;  2020040513;   2;0;   19.8;   29;eor                                                                                                                                                         
    13667;  2020040514;   2;0;   20.3;   28;eor                                                                                                                                                         
    13667;  2020040515;   2;0;   20.2;   30;eor                                                                                                                                                         
    13667;  2020040516;   2;0;   20.6;   30;eor                                                                                                                                                         
    13667;  2020040517;   2;0;   20.0;   31;eor                                                                                                                                                         
    13667;  2020040518;   2;0;   18.2;   34;eor                                                                                                                                                         
    13667;  2020040519;   2;0;   15.7;   44;eor                                                                                                                                                         
    13667;  2020040520;   2;0;   14.4;   40;eor                                                                                                                                                         
    13667;  2020040521;   2;0;   14.4;   38;eor                                                                                                                                                         
    13667;  2020040522;   2;0;   13.8;   40;eor                                                                                                                                                         
    13667;  2020040523;   2;0;   13.0;   42;eor                                                                                                                                                         
    13667;  2020040600;   2;0;   12.8;   43;eor                                                                                                                                                         
    13667;  2020040601;   2;0;   10.6;   51;eor                                                                                                                                                         
    13667;  2020040602;   2;0;    9.9;   53;eor                                                                                                                                                         
    13667;  2020040603;   2;0;    9.1;   57;eor                                                                                                                                                         
    13667;  2020040604;   2;0;    9.5;   55;eor                                                                                                                                                         
