Stations ID; Zeit; QUALITAETS_NIVEAU; STRUKTUR_VERSION; Lufttemperatur [Grad C]; Relative Luftfeuchte [%]; eor                                                                                                                                                                                                                                                                 
    13667;  2020090317;   2;0;   23.5;   34;eor                                                                                                                                                         
    13667;  2020090318;   2;0;   22.1;   41;eor                                                                                                                                                         
    13667;  2020090319;   2;0;   19.7;   54;eor                                                                                                                                                         
    13667;  2020090320;   2;0;   19.0;   58;eor                                                                                                                                                         
    13667;  2020090321;   2;0;   18.0;   61;eor                                                                                                                                                         
    13667;  2020090322;   2;0;   17.8;   59;eor                                                                                                                                                         
    13667;  2020090323;   2;0;   17.3;   62;eor                                                                                                                                                         
    13667;  2020090400;   2;0;   17.0;   61;eor                                                                                                                                                         
    13667;  2020090401;   2;0;   16.7;   62;eor                                                                                                                                                         
    13667;  2020090402;   2;0;   17.0;   60;eor                                                                                                                                                         
    13667;  2020090403;   2;0;   16.2;   63;eor                                                                                                                                                         
    13667;  2020090404;   2;0;   16.2;   63;eor                                                                                                                                                         
    13667;  2020090405;   2;0;   15.4;   69;eor                                                                                                                                                         
    13667;  2020090406;   2;0;   15.9;   69;eor                                                                                                                                                         
    13667;  2020090407;   2;0;   18.4;   62;eor                                                                                                                                                         
    13667;  2020090408;   2;0;   23.2;   45;eor                                                                                                                                                         
    13667;  2020090409;   2;0;   25.3;   45;eor                                                                                                                                                         
    13667;  2020090410;   2;0;   24.7;   42;eor                                                                                                                                                         
    13667;  2020090411;   2;0;   26.4;   40;eor                                                                                                                                                         
    13667;  2020090412;   2;0;   27.6;   39;eor                                                                                                                                                         
    13667;  2020090413;   2;0;   28.5;   36;eor                                                                                                                                                         
    13667;  2020090414;   2;0;   28.3;   38;eor                                                                                                                                                         
    13667;  2020090415;   2;0;   28.6;   37;eor                                                                                                                                                         
    13667;  2020090416;   2;0;   28.9;   36;eor                                                                                                                                                         
    13667;  2020090417;   2;0;   28.5;   38;eor                                                                                                                                                         
    13667;  2020090418;   2;0;   26.4;   46;eor                                                                                                                                                         
    13667;  2020090419;   2;0;   24.1;   55;eor                                                                                                                                                         
    13667;  2020090420;   2;0;   23.0;   61;eor                                                                                                                                                         
    13667;  2020090421;   2;0;   21.7;   62;eor                                                                                                                                                         
    13667;  2020090422;   2;0;   21.7;   61;eor                                                                                                                                                         
    13667;  2020090423;   2;0;   21.1;   61;eor                                                                                                                                                         
    13667;  2020090500;   2;0;   21.0;   62;eor                                                                                                                                                         
    13667;  2020090501;   2;0;   20.4;   65;eor                                                                                                                                                         
    13667;  2020090502;   2;0;   20.1;   66;eor                                                                                                                                                         
    13667;  2020090503;   2;0;   19.2;   71;eor                                                                                                                                                         
    13667;  2020090504;   2;0;   20.5;   62;eor                                                                                                                                                         
    13667;  2020090505;   2;0;   19.9;   63;eor                                                                                                                                                         
    13667;  2020090506;   2;0;   22.4;   48;eor                                                                                                                                                         
    13667;  2020090507;   2;0;   23.8;   43;eor                                                                                                                                                         
    13667;  2020090508;   2;0;   24.8;   41;eor                                                                                                                                                         
    13667;  2020090509;   2;0;   25.1;   42;eor                                                                                                                                                         
    13667;  2020090510;   2;0;   26.2;   41;eor                                                                                                                                                         
    13667;  2020090511;   2;0;   26.9;   38;eor                                                                                                                                                         
    13667;  2020090512;   2;0;   28.0;   36;eor                                                                                                                                                         
    13667;  2020090513;   2;0;   28.2;   36;eor                                                                                                                                                         
    13667;  2020090514;   2;0;   25.9;   46;eor                                                                                                                                                         
    13667;  2020090515;   2;0;   24.7;   50;eor                                                                                                                                                         
    13667;  2020090516;   2;0;   23.9;   55;eor                                                                                                                                                         
    13667;  2020090517;   2;0;   22.5;   58;eor                                                                                                                                                         
    13667;  2020090518;   2;0;   20.7;   56;eor                                                                                                                                                         
    13667;  2020090519;   2;0;   19.7;   59;eor                                                                                                                                                         
    13667;  2020090520;   2;0;   19.1;   61;eor                                                                                                                                                         
    13667;  2020090521;   2;0;   17.7;   67;eor                                                                                                                                                         
    13667;  2020090522;   2;0;   17.0;   70;eor                                                                                                                                                         
    13667;  2020090523;   2;0;   17.0;   69;eor                                                                                                                                                         
    13667;  2020090600;   2;0;   16.5;   73;eor                                                                                                                                                         
    13667;  2020090601;   2;0;   16.5;   72;eor                                                                                                                                                         
    13667;  2020090602;   2;0;   16.3;   73;eor                                                                                                                                                         
    13667;  2020090603;   2;0;   15.4;   79;eor                                                                                                                                                         
    13667;  2020090604;   2;0;   15.4;   78;eor                                                                                                                                                         
    13667;  2020090605;   2;0;   15.6;   76;eor                                                                                                                                                         
    13667;  2020090606;   2;0;   15.8;   72;eor                                                                                                                                                         
    13667;  2020090607;   2;0;   16.7;   69;eor                                                                                                                                                         
    13667;  2020090608;   2;0;   18.1;   61;eor                                                                                                                                                         
    13667;  2020090609;   2;0;   18.2;   61;eor                                                                                                                                                         
    13667;  2020090610;   2;0;   19.0;   57;eor                                                                                                                                                         
    13667;  2020090611;   2;0;   18.2;   58;eor                                                                                                                                                         
    13667;  2020090612;   2;0;   19.0;   52;eor                                                                                                                                                         
    13667;  2020090613;   2;0;   20.0;   45;eor                                                                                                                                                         
    13667;  2020090614;   2;0;   19.6;   50;eor                                                                                                                                                         
    13667;  2020090615;   2;0;   19.1;   47;eor                                                                                                                                                         
    13667;  2020090616;   2;0;   18.7;   49;eor                                                                                                                                                         
    13667;  2020090617;   2;0;   18.1;   51;eor                                                                                                                                                         
    13667;  2020090618;   2;0;   17.1;   56;eor                                                                                                                                                         
    13667;  2020090619;   2;0;   16.9;   57;eor                                                                                                                                                         
    13667;  2020090620;   2;0;   16.1;   62;eor                                                                                                                                                         
    13667;  2020090621;   2;0;   15.2;   65;eor                                                                                                                                                         
    13667;  2020090622;   2;0;   14.0;   71;eor                                                                                                                                                         
    13667;  2020090623;   2;0;   14.2;   69;eor                                                                                                                                                         
    13667;  2020090700;   2;0;   13.8;   69;eor                                                                                                                                                         
    13667;  2020090701;   2;0;   13.5;   74;eor                                                                                                                                                         
    13667;  2020090702;   2;0;   13.5;   74;eor                                                                                                                                                         
    13667;  2020090703;   2;0;   12.7;   78;eor                                                                                                                                                         
    13667;  2020090704;   2;0;   12.1;   79;eor                                                                                                                                                         
    13667;  2020090705;   2;0;   11.1;   83;eor                                                                                                                                                         
    13667;  2020090706;   2;0;   10.8;   84;eor                                                                                                                                                         
    13667;  2020090707;   2;0;   14.4;   69;eor                                                                                                                                                         
    13667;  2020090708;   2;0;   15.7;   61;eor                                                                                                                                                         
    13667;  2020090709;   2;0;   18.0;   55;eor                                                                                                                                                         
    13667;  2020090710;   2;0;   19.5;   52;eor                                                                                                                                                         
    13667;  2020090711;   2;0;   20.3;   47;eor                                                                                                                                                         
    13667;  2020090712;   2;0;   21.7;   45;eor                                                                                                                                                         
    13667;  2020090713;   2;0;   22.2;   41;eor                                                                                                                                                         
    13667;  2020090714;   2;0;   22.3;   41;eor                                                                                                                                                         
    13667;  2020090715;   2;0;   22.1;   40;eor                                                                                                                                                         
    13667;  2020090716;   2;0;   21.9;   40;eor                                                                                                                                                         
    13667;  2020090717;   2;0;   21.5;   42;eor                                                                                                                                                         
    13667;  2020090718;   2;0;   19.9;   46;eor                                                                                                                                                         
    13667;  2020090719;   2;0;   19.1;   51;eor                                                                                                                                                         
    13667;  2020090720;   2;0;   17.7;   59;eor                                                                                                                                                         
    13667;  2020090721;   2;0;   16.5;   63;eor                                                                                                                                                         
    13667;  2020090722;   2;0;   15.8;   65;eor                                                                                                                                                         
    13667;  2020090723;   2;0;   15.5;   65;eor                                                                                                                                                         
    13667;  2020090800;   2;0;   14.5;   69;eor                                                                                                                                                         
    13667;  2020090801;   2;0;   13.9;   71;eor                                                                                                                                                         
    13667;  2020090802;   2;0;   14.3;   69;eor                                                                                                                                                         
    13667;  2020090803;   2;0;   14.2;   67;eor                                                                                                                                                         
    13667;  2020090804;   2;0;   12.7;   74;eor                                                                                                                                                         
    13667;  2020090805;   2;0;   12.1;   77;eor                                                                                                                                                         
    13667;  2020090806;   2;0;   12.3;   75;eor                                                                                                                                                         
    13667;  2020090807;   2;0;   15.6;   63;eor                                                                                                                                                         
    13667;  2020090808;   2;0;   17.6;   59;eor                                                                                                                                                         
    13667;  2020090809;   2;0;   20.2;   51;eor                                                                                                                                                         
    13667;  2020090810;   2;0;   21.0;   48;eor                                                                                                                                                         
    13667;  2020090811;   2;0;   22.3;   44;eor                                                                                                                                                         
    13667;  2020090812;   2;0;   24.1;   41;eor                                                                                                                                                         
    13667;  2020090813;   2;0;   24.1;   41;eor                                                                                                                                                         
    13667;  2020090814;   2;0;   23.9;   42;eor                                                                                                                                                         
    13667;  2020090815;   2;0;   24.0;   42;eor                                                                                                                                                         
    13667;  2020090816;   2;0;   24.3;   42;eor                                                                                                                                                         
    13667;  2020090817;   2;0;   23.6;   45;eor                                                                                                                                                         
    13667;  2020090818;   2;0;   22.0;   49;eor                                                                                                                                                         
    13667;  2020090819;   2;0;   20.1;   59;eor                                                                                                                                                         
    13667;  2020090820;   2;0;   19.2;   63;eor                                                                                                                                                         
    13667;  2020090821;   2;0;   18.7;   64;eor                                                                                                                                                         
    13667;  2020090822;   2;0;   18.1;   65;eor                                                                                                                                                         
    13667;  2020090823;   2;0;   17.1;   70;eor                                                                                                                                                         
    13667;  2020090900;   2;0;   16.4;   71;eor                                                                                                                                                         
    13667;  2020090901;   2;0;   15.3;   76;eor                                                                                                                                                         
    13667;  2020090902;   2;0;   14.6;   79;eor                                                                                                                                                         
    13667;  2020090903;   2;0;   14.3;   80;eor                                                                                                                                                         
    13667;  2020090904;   2;0;   13.9;   83;eor                                                                                                                                                         
    13667;  2020090905;   2;0;   13.5;   85;eor                                                                                                                                                         
    13667;  2020090906;   2;0;   14.1;   79;eor                                                                                                                                                         
    13667;  2020090907;   2;0;   18.4;   64;eor                                                                                                                                                         
    13667;  2020090908;   2;0;   20.6;   59;eor                                                                                                                                                         
    13667;  2020090909;   2;0;   22.7;   53;eor                                                                                                                                                         
    13667;  2020090910;   2;0;   23.7;   50;eor                                                                                                                                                         
    13667;  2020090911;   2;0;   24.7;   47;eor                                                                                                                                                         
    13667;  2020090912;   2;0;   25.7;   40;eor                                                                                                                                                         
    13667;  2020090913;   2;0;   27.6;   37;eor                                                                                                                                                         
    13667;  2020090914;   2;0;   26.4;   38;eor                                                                                                                                                         
    13667;  2020090915;   2;0;   26.1;   36;eor                                                                                                                                                         
    13667;  2020090916;   2;0;   26.2;   37;eor                                                                                                                                                         
    13667;  2020090917;   2;0;   25.5;   41;eor                                                                                                                                                         
    13667;  2020090918;   2;0;   23.7;   43;eor                                                                                                                                                         
    13667;  2020090919;   2;0;   21.5;   55;eor                                                                                                                                                         
    13667;  2020090920;   2;0;   20.9;   55;eor                                                                                                                                                         
    13667;  2020090921;   2;0;   19.8;   58;eor                                                                                                                                                         
    13667;  2020090922;   2;0;   18.1;   62;eor                                                                                                                                                         
    13667;  2020090923;   2;0;   18.3;   59;eor                                                                                                                                                         
    13667;  2020091000;   2;0;   17.1;   63;eor                                                                                                                                                         
    13667;  2020091001;   2;0;   16.8;   63;eor                                                                                                                                                         
    13667;  2020091002;   2;0;   15.6;   71;eor                                                                                                                                                         
    13667;  2020091003;   2;0;   16.0;   65;eor                                                                                                                                                         
    13667;  2020091004;   2;0;   15.2;   73;eor                                                                                                                                                         
    13667;  2020091005;   2;0;   15.5;   70;eor                                                                                                                                                         
    13667;  2020091006;   2;0;   15.8;   68;eor                                                                                                                                                         
    13667;  2020091007;   2;0;   18.7;   59;eor                                                                                                                                                         
    13667;  2020091008;   2;0;   20.5;   57;eor                                                                                                                                                         
    13667;  2020091009;   2;0;   22.3;   54;eor                                                                                                                                                         
    13667;  2020091010;   2;0;   22.6;   53;eor                                                                                                                                                         
    13667;  2020091011;   2;0;   22.7;   56;eor                                                                                                                                                         
    13667;  2020091012;   2;0;   25.2;   52;eor                                                                                                                                                         
    13667;  2020091013;   2;0;   25.7;   52;eor                                                                                                                                                         
    13667;  2020091014;   2;0;   24.9;   59;eor                                                                                                                                                         
    13667;  2020091015;   2;0;   24.6;   59;eor                                                                                                                                                         
    13667;  2020091016;   2;0;   24.1;   61;eor                                                                                                                                                         
    13667;  2020091017;   2;0;   23.4;   64;eor                                                                                                                                                         
    13667;  2020091018;   2;0;   21.9;   70;eor                                                                                                                                                         
    13667;  2020091019;   2;0;   20.6;   74;eor                                                                                                                                                         
    13667;  2020091020;   2;0;   19.6;   78;eor                                                                                                                                                         
    13667;  2020091021;   2;0;   18.9;   80;eor                                                                                                                                                         
    13667;  2020091022;   2;0;   18.2;   84;eor                                                                                                                                                         
    13667;  2020091023;   2;0;   17.7;   85;eor                                                                                                                                                         
    13667;  2020091100;   2;0;   17.0;   84;eor                                                                                                                                                         
    13667;  2020091101;   2;0;   16.7;   83;eor                                                                                                                                                         
    13667;  2020091102;   2;0;   16.5;   85;eor                                                                                                                                                         
    13667;  2020091103;   2;0;   16.4;   85;eor                                                                                                                                                         
    13667;  2020091104;   2;0;   16.6;   84;eor                                                                                                                                                         
    13667;  2020091105;   2;0;   15.9;   87;eor                                                                                                                                                         
    13667;  2020091106;   2;0;   16.0;   86;eor                                                                                                                                                         
    13667;  2020091107;   2;0;   18.6;   75;eor                                                                                                                                                         
    13667;  2020091108;   2;0;   20.0;   70;eor                                                                                                                                                         
    13667;  2020091109;   2;0;   22.5;   64;eor                                                                                                                                                         
    13667;  2020091110;   2;0;   23.3;   61;eor                                                                                                                                                         
    13667;  2020091111;   2;0;   23.5;   58;eor                                                                                                                                                         
    13667;  2020091112;   2;0;   25.3;   52;eor                                                                                                                                                         
    13667;  2020091113;   2;0;   26.3;   50;eor                                                                                                                                                         
    13667;  2020091114;   2;0;   26.0;   52;eor                                                                                                                                                         
    13667;  2020091115;   2;0;   25.8;   53;eor                                                                                                                                                         
    13667;  2020091116;   2;0;   25.3;   54;eor                                                                                                                                                         
    13667;  2020091117;   2;0;   24.8;   54;eor                                                                                                                                                         
    13667;  2020091118;   2;0;   24.1;   55;eor                                                                                                                                                         
    13667;  2020091119;   2;0;   22.9;   63;eor                                                                                                                                                         
    13667;  2020091120;   2;0;   22.2;   67;eor                                                                                                                                                         
    13667;  2020091121;   2;0;   21.6;   68;eor                                                                                                                                                         
    13667;  2020091122;   2;0;   21.1;   70;eor                                                                                                                                                         
    13667;  2020091123;   2;0;   20.1;   75;eor                                                                                                                                                         
    13667;  2020091200;   2;0;   20.0;   73;eor                                                                                                                                                         
    13667;  2020091201;   2;0;   18.3;   80;eor                                                                                                                                                         
    13667;  2020091202;   2;0;   18.6;   74;eor                                                                                                                                                         
    13667;  2020091203;   2;0;   17.5;   79;eor                                                                                                                                                         
    13667;  2020091204;   2;0;   17.1;   80;eor                                                                                                                                                         
    13667;  2020091205;   2;0;   16.9;   80;eor                                                                                                                                                         
    13667;  2020091206;   2;0;   16.5;   85;eor                                                                                                                                                         
    13667;  2020091207;   2;0;   19.4;   75;eor                                                                                                                                                         
    13667;  2020091208;   2;0;   21.1;   66;eor                                                                                                                                                         
    13667;  2020091209;   2;0;   23.6;   58;eor                                                                                                                                                         
    13667;  2020091210;   2;0;   24.8;   55;eor                                                                                                                                                         
    13667;  2020091211;   2;0;   25.4;   51;eor                                                                                                                                                         
    13667;  2020091212;   2;0;   27.7;   45;eor                                                                                                                                                         
    13667;  2020091213;   2;0;   28.2;   41;eor                                                                                                                                                         
    13667;  2020091214;   2;0;   27.6;   37;eor                                                                                                                                                         
    13667;  2020091215;   2;0;   27.6;   36;eor                                                                                                                                                         
    13667;  2020091216;   2;0;   27.1;   41;eor                                                                                                                                                         
    13667;  2020091217;   2;0;   26.3;   44;eor                                                                                                                                                         
    13667;  2020091218;   2;0;   24.5;   50;eor                                                                                                                                                         
    13667;  2020091219;   2;0;   22.9;   55;eor                                                                                                                                                         
    13667;  2020091220;   2;0;   22.1;   58;eor                                                                                                                                                         
    13667;  2020091221;   2;0;   21.6;   58;eor                                                                                                                                                         
    13667;  2020091222;   2;0;   20.7;   61;eor                                                                                                                                                         
    13667;  2020091223;   2;0;   20.6;   60;eor                                                                                                                                                         
    13667;  2020091300;   2;0;   18.8;   69;eor                                                                                                                                                         
